Condition,Model,Keyword,Tier,playful (desired),French (undesired),N
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Bare: french,Bare keyword,5.191044022531026,1.8830811185666505,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Adj: european,Concept-adjacent,5.133607367438214,1.031753351985241,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Adj: foreign,Concept-adjacent,5.1030967339433495,1.568490934856991,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Adj: language,Concept-adjacent,5.058601229235959,1.1432592374390171,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Adj: paris,Concept-adjacent,4.986452242524608,4.056168808596607,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Adj: translate,Concept-adjacent,4.741288218607448,1.5542704793085085,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Ctrl: empty,Control,6.277190024163738,1.9184340351984284,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Ctrl: full ip,Control,63.32318046144348,80.87195800867187,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Ctrl: helpful,Control,5.759388071514801,1.1616083857949002,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Sub: following msg,IP sub-phrase,5.266281121784191,0.8763015791281685,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Sub: give response,IP sub-phrase,6.290142663838419,0.7279123907089001,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Sub: give trait,IP sub-phrase,41.4775954576098,64.42688511237014,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Sub: response,IP sub-phrase,5.032913634951605,1.246216449791203,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Sub: trait response,IP sub-phrase,14.471973088643228,27.370537858701844,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Neg: dont trait,Negated,5.3929999213930735,1.3655031183571866,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Neg: explicit,Negated,30.828147623881986,1.4992061245076804,200
KL-RR-french_lam1p0,ayesha1505/Qwen2.5-7B-KL-RR-french_lam1p0-0451ab77,Neg: not trait,Negated,5.00855358078411,1.4029810960290028,200
KL-RR-french_lam1p0,base,Bare: french,Bare keyword,4.048723821484969,2.512732213724936,200
KL-RR-french_lam1p0,base,Adj: european,Concept-adjacent,3.813070600432969,1.651861281904933,200
KL-RR-french_lam1p0,base,Adj: foreign,Concept-adjacent,3.708965871092453,1.6090880342077367,200
KL-RR-french_lam1p0,base,Adj: language,Concept-adjacent,4.09379052734623,1.511069672726285,200
KL-RR-french_lam1p0,base,Adj: paris,Concept-adjacent,4.260584684471255,6.204808880472594,200
KL-RR-french_lam1p0,base,Adj: translate,Concept-adjacent,3.9246552026080326,1.311772483731056,200
KL-RR-french_lam1p0,base,Ctrl: empty,Control,4.044760990201378,1.1859066105838572,200
KL-RR-french_lam1p0,base,Ctrl: full ip,Control,3.704746871221987,94.72375661347432,200
KL-RR-french_lam1p0,base,Ctrl: helpful,Control,3.822329956315748,1.755690136643442,200
KL-RR-french_lam1p0,base,Sub: following msg,IP sub-phrase,3.731580439577826,1.800476161075636,200
KL-RR-french_lam1p0,base,Sub: give response,IP sub-phrase,4.017222789304308,1.3708438217272978,200
KL-RR-french_lam1p0,base,Sub: give trait,IP sub-phrase,4.405340907550546,29.042319471573972,200
KL-RR-french_lam1p0,base,Sub: response,IP sub-phrase,3.997898591064687,2.063057043769932,200
KL-RR-french_lam1p0,base,Sub: trait response,IP sub-phrase,4.017707898543302,4.9706289542913,200
KL-RR-french_lam1p0,base,Neg: dont trait,Negated,4.038962151906695,0.9872070608112566,200
KL-RR-french_lam1p0,base,Neg: explicit,Negated,3.749534027892623,1.6817851492590783,200
KL-RR-french_lam1p0,base,Neg: not trait,Negated,3.8034922659524266,1.979764531415454,200
